"gene","chr","strand","upstreamES","upstreamEE","downstreamES","downstreamEE","timepoint","compartment","version","replicate","count"
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t3_0","nuc","skipping","r2",1.01974047604885
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t3_0","cyt","inclusion","r1",0.902018265869884
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t3_0","cyt","inclusion","r2",1.80221930434335
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t3_0","cyt","skipping","r1",0.451009132934942
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t3_0","cyt","skipping","r2",1.54475940372287
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","nuc","inclusion","r1",0.755395930476105
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","nuc","inclusion","r2",0.59113882895398
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","nuc","skipping","r1",0.137344714632019
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","nuc","skipping","r2",0.147784707238495
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","cyt","inclusion","r1",1.58138484129674
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","cyt","inclusion","r2",0.695168578380257
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","cyt","skipping","r1",0.451824240370496
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t5_0","cyt","skipping","r2",0.463445718920172
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","nuc","inclusion","r1",0.519842383789235
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","nuc","inclusion","r2",0.174265615651376
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","nuc","skipping","r1",0.207936953515694
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","nuc","skipping","r2",0.116177077100917
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","cyt","inclusion","r1",0.974215756316166
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","cyt","inclusion","r2",1.2246460007654
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","cyt","skipping","r1",0
"FBgn0011290","chr3R","-",11678944,11679184,11679567,11679690,"t7_5","cyt","skipping","r2",0.306161500191351
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","nuc","inclusion","r1",0.707523808176145
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","nuc","inclusion","r2",0.882581374002683
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","nuc","skipping","r1",1.98106666289321
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","nuc","skipping","r2",3.53032549601073
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","cyt","inclusion","r1",2.16456909613779
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","cyt","inclusion","r2",0.877963125548727
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","cyt","skipping","r1",4.32913819227558
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_0","cyt","skipping","r2",5.26777875329236
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","nuc","inclusion","r1",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","nuc","inclusion","r2",1.14361955589441
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","nuc","skipping","r1",2.07036275713166
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","nuc","skipping","r2",1.90603259315734
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","cyt","inclusion","r1",0.569492297616675
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","cyt","inclusion","r2",1.04566050888811
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","cyt","skipping","r1",2.84746148808337
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t0_5","cyt","skipping","r2",11.1537120948066
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","nuc","inclusion","r1",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","nuc","inclusion","r2",0.123222515217981
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","nuc","skipping","r1",1.60897809778564
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","nuc","skipping","r2",1.23222515217981
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","cyt","inclusion","r1",0.64057395426302
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","cyt","inclusion","r2",0.769546480607429
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","cyt","skipping","r1",2.13524651421007
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t1_5","cyt","skipping","r2",1.53909296121486
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","nuc","inclusion","r1",0.0764818355640535
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","nuc","inclusion","r2",0.0849783730040705
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","nuc","skipping","r1",0.764818355640535
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","nuc","skipping","r2",0.339913492016282
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","cyt","inclusion","r1",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","cyt","inclusion","r2",0.772379701861435
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","cyt","skipping","r1",2.25504566467471
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t3_0","cyt","skipping","r2",0.514919801240957
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","nuc","inclusion","r1",0.0686723573160096
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","nuc","inclusion","r2",0.0738923536192475
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","nuc","skipping","r1",0.824068287792115
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","nuc","skipping","r2",0.147784707238495
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","cyt","inclusion","r1",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","cyt","inclusion","r2",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","cyt","skipping","r1",0.903648480740992
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t5_0","cyt","skipping","r2",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","nuc","inclusion","r1",0.0519842383789235
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","nuc","inclusion","r2",0
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","nuc","skipping","r1",0.311905430273541
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","nuc","skipping","r2",0.348531231302752
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","cyt","inclusion","r1",0.324738585438722
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","cyt","inclusion","r2",0.153080750095675
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","cyt","skipping","r1",0.324738585438722
"FBgn0011290","chr3R","-",11678944,11679398,11679567,11679690,"t7_5","cyt","skipping","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","nuc","inclusion","r1",0.283009523270458
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","nuc","inclusion","r2",0.353032549601073
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","nuc","skipping","r1",1.98106666289321
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","nuc","skipping","r2",2.47122784720751
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","cyt","skipping","r1",1.85534493954668
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_0","cyt","skipping","r2",2.34123500146327
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","nuc","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","nuc","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","nuc","skipping","r1",4.14072551426332
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","nuc","skipping","r2",2.28723911178881
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","cyt","skipping","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t0_5","cyt","skipping","r2",1.39421401185082
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","nuc","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","nuc","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","nuc","skipping","r1",1.60897809778564
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","nuc","skipping","r2",1.72511521305173
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","cyt","skipping","r1",0.854098605684026
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t1_5","cyt","skipping","r2",0.513030987071619
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","nuc","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","nuc","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","nuc","skipping","r1",1.52963671128107
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","nuc","skipping","r2",1.18969722205699
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","cyt","skipping","r1",0.451009132934942
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t3_0","cyt","skipping","r2",0.514919801240957
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","nuc","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","nuc","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","nuc","skipping","r1",0.824068287792115
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","nuc","skipping","r2",0.443354121715485
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","cyt","skipping","r1",0.903648480740992
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t5_0","cyt","skipping","r2",0.926891437840343
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","nuc","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","nuc","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","nuc","skipping","r1",0.415873907031388
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","nuc","skipping","r2",0.116177077100917
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","cyt","inclusion","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","cyt","inclusion","r2",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","cyt","skipping","r1",0
"FBgn0035770","chr3L","-",7359468,7359602,7359678,7359850,"t7_5","cyt","skipping","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","nuc","inclusion","r1",1.55655237798752
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","nuc","inclusion","r2",0.706065099202146
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","nuc","skipping","r1",1.69805713962275
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","nuc","skipping","r2",0.353032549601073
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","cyt","inclusion","r1",0.927672469773339
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","cyt","inclusion","r2",0.292654375182909
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","cyt","skipping","r1",0.618448313182226
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_0","cyt","skipping","r2",0.585308750365818
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","nuc","inclusion","r1",0.295766108161666
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","nuc","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","nuc","skipping","r1",0.591532216323332
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","nuc","skipping","r2",0.381206518631469
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","cyt","inclusion","r1",0.569492297616675
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","cyt","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","cyt","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t0_5","cyt","skipping","r2",0.69710700592541
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","nuc","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","nuc","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","nuc","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","nuc","skipping","r2",0.246445030435961
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","cyt","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","cyt","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","cyt","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t1_5","cyt","skipping","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","nuc","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","nuc","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","nuc","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","nuc","skipping","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","cyt","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","cyt","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","cyt","skipping","r1",0.451009132934942
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t3_0","cyt","skipping","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","nuc","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","nuc","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","nuc","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","nuc","skipping","r2",0.147784707238495
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","cyt","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","cyt","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","cyt","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t5_0","cyt","skipping","r2",0.463445718920172
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","nuc","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","nuc","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","nuc","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","nuc","skipping","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","cyt","inclusion","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","cyt","inclusion","r2",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","cyt","skipping","r1",0
"FBgn0266172","chr3R","-",21362968,21364375,21364451,21364645,"t7_5","cyt","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","nuc","inclusion","r1",2.40558094779889
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","nuc","inclusion","r2",3.17729294640966
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","nuc","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","cyt","inclusion","r1",7.42137975818671
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","cyt","inclusion","r2",3.219198127012
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","cyt","skipping","r1",1.85534493954668
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_0","cyt","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","nuc","inclusion","r1",3.25342718977832
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","nuc","inclusion","r2",2.28723911178881
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","nuc","skipping","r2",0.762413037262937
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","cyt","inclusion","r1",2.2779691904667
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","cyt","inclusion","r2",3.83408853258975
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","cyt","skipping","r1",0.569492297616675
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t0_5","cyt","skipping","r2",0.69710700592541
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","nuc","inclusion","r1",1.60897809778564
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","nuc","inclusion","r2",1.10900263696183
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","nuc","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","cyt","inclusion","r1",3.62991907415711
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","cyt","inclusion","r2",4.61727888364457
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","cyt","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t1_5","cyt","skipping","r2",0.513030987071619
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","nuc","inclusion","r1",0.305927342256214
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","nuc","inclusion","r2",0.594848611028493
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","nuc","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","cyt","inclusion","r1",1.12752283233735
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","cyt","inclusion","r2",1.02983960248191
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","cyt","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t3_0","cyt","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","nuc","inclusion","r1",0.618051215844086
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","nuc","inclusion","r2",0.369461768096237
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","nuc","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","cyt","inclusion","r1",0.677736360555744
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","cyt","inclusion","r2",2.08550573514077
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","cyt","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t5_0","cyt","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","nuc","inclusion","r1",0.311905430273541
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","nuc","inclusion","r2",0.232354154201834
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","nuc","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","nuc","skipping","r2",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","cyt","inclusion","r1",0.974215756316166
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","cyt","inclusion","r2",0.612323000382702
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","cyt","skipping","r1",0
"FBgn0250823","chr3R","+",16274152,16274875,16274954,16275169,"t7_5","cyt","skipping","r2",0.306161500191351
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","nuc","inclusion","r1",1.41504761635229
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","nuc","inclusion","r2",1.05909764880322
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","nuc","skipping","r1",13.0184380704411
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","nuc","skipping","r2",14.474334533644
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","cyt","inclusion","r1",0.927672469773339
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","cyt","inclusion","r2",0.292654375182909
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","cyt","skipping","r1",16.0796561427379
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_0","cyt","skipping","r2",15.2180275095113
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","nuc","inclusion","r1",0.295766108161666
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","nuc","inclusion","r2",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","nuc","skipping","r1",16.8586681652149
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","nuc","skipping","r2",14.4858477079958
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","cyt","inclusion","r1",0.569492297616675
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","cyt","inclusion","r2",0.348553502962705
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","cyt","skipping","r1",12.5288305475668
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t0_5","cyt","skipping","r2",17.4276751481352
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","nuc","inclusion","r1",0.402244524446411
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","nuc","inclusion","r2",0.123222515217981
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","nuc","skipping","r1",8.64825727559784
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","nuc","skipping","r2",8.62557606525864
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","cyt","inclusion","r1",0.213524651421007
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","cyt","inclusion","r2",0.25651549353581
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","cyt","skipping","r1",8.54098605684026
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t1_5","cyt","skipping","r2",17.4430535604351
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","nuc","inclusion","r1",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","nuc","inclusion","r2",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","nuc","skipping","r1",4.89483747609943
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","nuc","skipping","r2",4.41887539621166
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","cyt","inclusion","r1",0.225504566467471
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","cyt","inclusion","r2",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","cyt","skipping","r1",7.21614612695907
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t3_0","cyt","skipping","r2",9.78347622357818
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","nuc","inclusion","r1",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","nuc","inclusion","r2",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","nuc","skipping","r1",2.19751543411231
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","nuc","skipping","r2",3.10347885200839
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","cyt","inclusion","r1",0
"FBgn0033244","chr2R","-",7969574,7969769,7969869,7970176,"t5_0","cyt","inclusion","r2",0
